tara_barcode_num	sra_acc_num	sra_biosample_acc_num	sra_run_acc_num	sra_exp_acc_num	sra_study_acc_num	tara_station	env_ontology	latitude	longitude	date_time	depth	depth_min	depth_max	size_low_thresh	size_high_thresh	ocean_id	longhurst_biome	longhurst_code	bathy_depth	dist_to_coastline	density	temperature	salinity	do2	chla	no3	po4	sio2	fe_ps	nppv_ps
TARA_N000000487	ERS489911	SAMEA2731434	ERR4691759	ERX4612868	PRJEB4352	TARA_062	[SRF] surface water layer (ENVO:00010504)	-22.339	40.182	2010-07-03	5	3	7	20	180	(IO) Indian Ocean [MRGID:1904]	Coastal Biome	(EAFR) Eastern Africa Coastal Province [MRGID:21473]	2324	317.8328496580717	24.5391	23.6621	35.42905	210.46686	0.08060335	0.0012875499	0.011318755	2.0520618	5.503748e-4	1.4022995
TARA_N000000491	ERS489873	SAMEA2731420	ERR4691760	ERX4612869	PRJEB4352	TARA_062	[SRF] surface water layer (ENVO:00010504)	-22.339	40.182	2010-07-03	5	3	7	180	2000	(IO) Indian Ocean [MRGID:1904]	Coastal Biome	(EAFR) Eastern Africa Coastal Province [MRGID:21473]	2324	317.8328496580717	24.5391	23.6621	35.42905	210.46686	0.08060335	0.0012875499	0.011318755	2.0520618	5.503748e-4	1.4022995
TARA_R100000329	ERS489904	SAMEA2620783	ERR599339	ERX556326	PRJEB4419	TARA_062	[SRF] surface water layer (ENVO:00010504)	-22.339	40.182	2010-07-03	5	3	7	<0.22	0.22	(IO) Indian Ocean [MRGID:1904]	Coastal Biome	(EAFR) Eastern Africa Coastal Province [MRGID:21473]	2324	317.8328496580717	24.5391	23.6621	35.42905	210.46686	0.08060335	0.0012875499	0.011318755	2.0520618	5.503748e-4	1.4022995
TARA_B000000532	ERS489877	SAMEA2620756	ERR599012	ERX556129	PRJEB1787	TARA_062	[SRF] surface water layer (ENVO:00010504)	-22.339	40.182	2010-07-03	5	3	7	0.22	3	(IO) Indian Ocean [MRGID:1904]	Coastal Biome	(EAFR) Eastern Africa Coastal Province [MRGID:21473]	2324	317.8328496580717	24.5391	23.6621	35.42905	210.46686	0.08060335	0.0012875499	0.011318755	2.0520618	5.503748e-4	1.4022995
TARA_Y200000001	ERS487894	SAMEA2619371	ERR164424	ERX140299	PRJEB1788	TARA_003	[SRF] surface water layer (ENVO:00010504)	36.672	-10.421	2009-09-13	9	3	15	0.22	1.6	(NAO) North Atlantic Ocean [MRGID:1912]	Westerlies Biome	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	3750	137.3332628843415	25.6802	21.8185	36.84755	221.64989	0.09784998	0.00446348	0.0031138503	1.0837408	5.6505617e-4	1.2682053
TARA_X000000323	ERS487919	SAMEA2619396	ERR868369	ERX948032	PRJEB4352	TARA_004	[SRF] surface water layer (ENVO:00010504)	36.563	-6.553	2009-09-15	9	3	15	0.8	5	(NAO) North Atlantic Ocean [MRGID:1912]	Westerlies Biome	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	56	18.313620273057403	25.909909	20.238088	36.599199	222.2707	0.20325963624353835	0.022514647	0.009549343	1.278126	0.002481382	7.167699
TARA_X000000325	ERS487921	SAMEA2619398	ERR1726542	ERX1796512	PRJEB4352	TARA_004	[SRF] surface water layer (ENVO:00010504)	36.563	-6.553	2009-09-15	9	3	15	5	20	(NAO) North Atlantic Ocean [MRGID:1912]	Westerlies Biome	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	56	18.313620273057403	25.909909	20.238088	36.599199	222.2707	0.20325963624353835	0.022514647	0.009549343	1.278126	0.002481382	7.167699
TARA_X000000357	ERS487930	SAMEA2657059	ERR1726827	ERX1796900	PRJEB4352	TARA_004	[SRF] surface water layer (ENVO:00010504)	36.563	-6.553	2009-09-15	9	3	15	180	2000	(NAO) North Atlantic Ocean [MRGID:1912]	Westerlies Biome	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	56	18.313620273057403	25.909909	20.238088	36.599199	222.2707	0.20325963624353835	0.022514647	0.009549343	1.278126	0.002481382	7.167699
TARA_Y200000002	ERS487911	SAMEA2619388	ERR164420	ERX140295	PRJEB1788	TARA_004	[SRF] surface water layer (ENVO:00010504)	36.563	-6.553	2009-09-15	9	3	15	0.22	1.6	(NAO) North Atlantic Ocean [MRGID:1912]	Westerlies Biome	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	56	18.313620273057403	25.909909	20.238088	36.599199	222.2707	0.20325963624353835	0.022514647	0.009549343	1.278126	0.002481382	7.167699
TARA_X000000263	ERS487899	SAMEA2619376	ERR599003	ERX556024	PRJEB1787	TARA_004	[SRF] surface water layer (ENVO:00010504)	36.563	-6.553	2009-09-15	9	3	15	0.22	1.6	(NAO) North Atlantic Ocean [MRGID:1912]	Westerlies Biome	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	56	18.313620273057403	25.909909	20.238088	36.599199	222.2707	0.20325963624353835	0.022514647	0.009549343	1.278126	0.002481382	7.167699
TARA_X000000263	ERS487899	SAMEA2619376	ERR598955	ERX555964	PRJEB1787	TARA_004	[SRF] surface water layer (ENVO:00010504)	36.563	-6.553	2009-09-15	9	3	15	0.22	1.6	(NAO) North Atlantic Ocean [MRGID:1912]	Westerlies Biome	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	56	18.313620273057403	25.909909	20.238088	36.599199	222.2707	0.20325963624353835	0.022514647	0.009549343	1.278126	0.002481382	7.167699
TARA_X000000410	ERS487958	SAMEA2619421	ERR1700900	ERX1771180	PRJEB4352	TARA_004	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	36.563	-6.553	2009-09-15	40	35	45	5	20	(NAO) North Atlantic Ocean [MRGID:1912]	Westerlies Biome	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	56	18.313620273057403	26.8866	16.3584	36.5811	232.80954	0.6421271859252828	3.8336768	0.3568463	2.956569	0.0014609667	10.392266
TARA_X000000408	ERS487956	SAMEA2619419	ERR868435	ERX948051	PRJEB4352	TARA_004	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	36.563	-6.553	2009-09-15	40	35	45	0.8	5	(NAO) North Atlantic Ocean [MRGID:1912]	Westerlies Biome	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	56	18.313620273057403	26.8866	16.3584	36.5811	232.80954	0.6421271859252828	3.8336768	0.3568463	2.956569	0.0014609667	10.392266
TARA_X000000408	ERS487956	SAMEA2619419	ERR868437	ERX948025	PRJEB4352	TARA_004	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	36.563	-6.553	2009-09-15	40	35	45	0.8	5	(NAO) North Atlantic Ocean [MRGID:1912]	Westerlies Biome	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	56	18.313620273057403	26.8866	16.3584	36.5811	232.80954	0.6421271859252828	3.8336768	0.3568463	2.956569	0.0014609667	10.392266
TARA_X000000410	ERS487958	SAMEA2619421	ERR1700908	ERX1771198	PRJEB4352	TARA_004	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	36.563	-6.553	2009-09-15	40	35	45	5	20	(NAO) North Atlantic Ocean [MRGID:1912]	Westerlies Biome	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	56	18.313620273057403	26.8866	16.3584	36.5811	232.80954	0.6421271859252828	3.8336768	0.3568463	2.956569	0.0014609667	10.392266
TARA_X000000408	ERS487956	SAMEA2619419	ERR868510	ERX947959	PRJEB4352	TARA_004	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	36.563	-6.553	2009-09-15	40	35	45	0.8	5	(NAO) North Atlantic Ocean [MRGID:1912]	Westerlies Biome	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	56	18.313620273057403	26.8866	16.3584	36.5811	232.80954	0.6421271859252828	3.8336768	0.3568463	2.956569	0.0014609667	10.392266
TARA_X000000368	ERS487936	SAMEA2619399	ERR598950	ERX556067	PRJEB1787	TARA_004	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	36.563	-6.553	2009-09-15	40	35	45	0.22	1.6	(NAO) North Atlantic Ocean [MRGID:1912]	Westerlies Biome	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	56	18.313620273057403	26.8866	16.3584	36.5811	232.80954	0.6421271859252828	3.8336768	0.3568463	2.956569	0.0014609667	10.392266
TARA_X000000368	ERS487936	SAMEA2619399	ERR599095	ERX555913	PRJEB1787	TARA_004	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	36.563	-6.553	2009-09-15	40	35	45	0.22	1.6	(NAO) North Atlantic Ocean [MRGID:1912]	Westerlies Biome	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	56	18.313620273057403	26.8866	16.3584	36.5811	232.80954	0.6421271859252828	3.8336768	0.3568463	2.956569	0.0014609667	10.392266
TARA_X000000521	ERS487990	SAMEA2730820	ERR4691726	ERX4612835	PRJEB4352	TARA_005	[SRF] surface water layer (ENVO:00010504)	36.03	-4.405	2009-09-20	9	3	15	180	2000	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1275	57.25366636019501	26.1051	20.730517	37.05135	223.89598	0.82475	0.3435	0.0925	0.891375	0.0016169824	2.2633615
TARA_X000000488	ERS487982	SAMEA2619443	ERR868497	ERX947980	PRJEB4352	TARA_005	[SRF] surface water layer (ENVO:00010504)	36.03	-4.405	2009-09-20	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1275	57.25366636019501	26.1051	20.730517	37.05135	223.89598	0.82475	0.3435	0.0925	0.891375	0.0016169824	2.2633615
TARA_X000000655	ERS488033	SAMEA2730531	ERR1726887	ERX1796647	PRJEB4352	TARA_006	[SRF] surface water layer (ENVO:00010504)	36.529	-4.251	2009-09-21	9	3	15	180	2000	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	386	16.331876973771145	26.7997	18.589717	37.212883	223.51451	0.82475	0.3435	0.0925	0.891375	0.0020268925	2.211662
TARA_X000000659	ERS488029	SAMEA2730491	ERR1726612	ERX1796564	PRJEB4352	TARA_006	[SRF] surface water layer (ENVO:00010504)	36.529	-4.251	2009-09-21	9	3	15	180	2000	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	386	16.331876973771145	26.7997	18.589717	37.212883	223.51451	0.82475	0.3435	0.0925	0.891375	0.0020268925	2.211662
TARA_X000000609	ERS488021	SAMEA2619468	ERR868389	ERX948076	PRJEB4352	TARA_006	[SRF] surface water layer (ENVO:00010504)	36.529	-4.251	2009-09-21	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	386	16.331876973771145	26.7997	18.589717	37.212883	223.51451	0.82475	0.3435	0.0925	0.891375	0.0020268925	2.211662
TARA_X000000610	ERS488022	SAMEA2619469	ERR4691723	ERX4612832	PRJEB4352	TARA_006	[SRF] surface water layer (ENVO:00010504)	36.529	-4.251	2009-09-21	9	3	15	5	20	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	386	16.331876973771145	26.7997	18.589717	37.212883	223.51451	0.82475	0.3435	0.0925	0.891375	0.0020268925	2.211662
TARA_X000000608	ERS488020	SAMEA2619467	ERR868431	ERX948016	PRJEB4352	TARA_006	[SRF] surface water layer (ENVO:00010504)	36.529	-4.251	2009-09-21	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	386	16.331876973771145	26.7997	18.589717	37.212883	223.51451	0.82475	0.3435	0.0925	0.891375	0.0020268925	2.211662
TARA_X000000604	ERS488017	SAMEA2619464	ERR164413	ERX140302	PRJEB1788	TARA_006	[SRF] surface water layer (ENVO:00010504)	36.529	-4.251	2009-09-21	9	3	15	0.22	1.6	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	386	16.331876973771145	26.7997	18.589717	37.212883	223.51451	0.82475	0.3435	0.0925	0.891375	0.0020268925	2.211662
TARA_X000000706	ERS488048	SAMEA2619486	ERR868448	ERX948069	PRJEB4352	TARA_006	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	36.529	-4.251	2009-09-21	35	30	40	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	386	16.331876973771145	26.701723	18.878703	37.239979	255.5234	0.316175	2.499	0.145875	1.736125	5.7274086e-4	7.859019
TARA_A200000120	ERS327852	SAMEA2189665	ERR315673	ERX288843	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000120	ERS327852	SAMEA2189665	ERR315675	ERX288838	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000120	ERS327852	SAMEA2189665	ERR315680	ERX288822	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000120	ERS327852	SAMEA2189665	ERR315681	ERX288837	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000120	ERS327852	SAMEA2189665	ERR315682	ERX288827	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000120	ERS327852	SAMEA2189665	ERR315684	ERX288833	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000120	ERS327852	SAMEA2189665	ERR315685	ERX288839	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000120	ERS327852	SAMEA2189665	ERR315693	ERX288821	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000120	ERS327852	SAMEA2189665	ERR315827	ERX288967	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000071	ERS327855	SAMEA2189668	ERR315687	ERX288832	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	5	20	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000071	ERS327855	SAMEA2189668	ERR315808	ERX288963	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	5	20	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000091	ERS327857	SAMEA2189670	ERR315676	ERX288841	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000091	ERS327857	SAMEA2189670	ERR315677	ERX288826	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000091	ERS327857	SAMEA2189670	ERR315686	ERX288836	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000091	ERS327857	SAMEA2189670	ERR315798	ERX288959	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000091	ERS327857	SAMEA2189670	ERR315800	ERX288950	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000091	ERS327857	SAMEA2189670	ERR315801	ERX288954	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000091	ERS327857	SAMEA2189670	ERR315802	ERX288947	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000091	ERS327857	SAMEA2189670	ERR315805	ERX288962	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000091	ERS327857	SAMEA2189670	ERR315812	ERX288956	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000091	ERS327857	SAMEA2189670	ERR315814	ERX288949	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
TARA_A200000091	ERS327857	SAMEA2189670	ERR315815	ERX288969	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	220.04648	0.112	0.14325	0.0475	0.7935	0.00240552	1.3117445
