tara_barcode_num	sra_acc_num	sra_biosample_acc_num	sra_run_acc_num	sra_exp_acc_num	sra_study_acc_num	tara_station	env_ontology	latitude	longitude	date_time	depth	depth_min	depth_max	size_low_thresh	size_high_thresh	ocean_id	longhurst_biome	longhurst_code	bathy_depth	dist_to_coastline	density_ctd	temperature_ctd	salinity_ctd	do2_ctd	chla_bot_ctd	chla_bot	chla_ctd	chla_ctd_cal	no3_bot_ctd	no3_bot	no3_ctd	no2_bot	po4_bot	sio2_bot	fet_dw_pg	din_dw_pg	no2_dw_pg
TARA_X000000659	ERS488029	SAMEA2730491	ERR1726612	ERX1796564	PRJEB4352	TARA_006	[SRF] surface water layer (ENVO:00010504)	36.529	-4.251	2009-09-21	9	3	15	180	2000	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	386	16.331876973771145	26.7997	18.589717	37.212883	NA	0.82475	0.82475	2.5237100000000003	1.9284065179502003	0.3435	0.3435	NA	0.0215	0.0925	0.891375	0.001383199	0.073991253	0.030633541
TARA_X000000609	ERS488021	SAMEA2619468	ERR868389	ERX948076	PRJEB4352	TARA_006	[SRF] surface water layer (ENVO:00010504)	36.529	-4.251	2009-09-21	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	386	16.331876973771145	26.7997	18.589717	37.212883	NA	0.82475	0.82475	2.5237100000000003	1.9284065179502003	0.3435	0.3435	NA	0.0215	0.0925	0.891375	0.001383199	0.073991253	0.030633541
TARA_X000000610	ERS488022	SAMEA2619469	ERR4691723	ERX4612832	PRJEB4352	TARA_006	[SRF] surface water layer (ENVO:00010504)	36.529	-4.251	2009-09-21	9	3	15	5	20	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	386	16.331876973771145	26.7997	18.589717	37.212883	NA	0.82475	0.82475	2.5237100000000003	1.9284065179502003	0.3435	0.3435	NA	0.0215	0.0925	0.891375	0.001383199	0.073991253	0.030633541
TARA_X000000608	ERS488020	SAMEA2619467	ERR868431	ERX948016	PRJEB4352	TARA_006	[SRF] surface water layer (ENVO:00010504)	36.529	-4.251	2009-09-21	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	386	16.331876973771145	26.7997	18.589717	37.212883	NA	0.82475	0.82475	2.5237100000000003	1.9284065179502003	0.3435	0.3435	NA	0.0215	0.0925	0.891375	0.001383199	0.073991253	0.030633541
TARA_X000000604	ERS488017	SAMEA2619464	ERR164413	ERX140302	PRJEB1788	TARA_006	[SRF] surface water layer (ENVO:00010504)	36.529	-4.251	2009-09-21	9	3	15	0.22	1.6	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	386	16.331876973771145	26.7997	18.589717	37.212883	NA	0.82475	0.82475	2.5237100000000003	1.9284065179502003	0.3435	0.3435	NA	0.0215	0.0925	0.891375	0.001383199	0.073991253	0.030633541
TARA_X000000706	ERS488048	SAMEA2619486	ERR868448	ERX948069	PRJEB4352	TARA_006	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	36.529	-4.251	2009-09-21	35	30	40	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	386	16.331876973771145	26.701723	18.878703	37.239979	NA	0.316175	0.316175	0.332478	0.38728877419383084	2.499	2.499	NA	0.046	0.145875	1.736125	0.001383199	0.073991253	0.030633541
TARA_A200000120	ERS327852	SAMEA2189665	ERR315673	ERX288843	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000120	ERS327852	SAMEA2189665	ERR315675	ERX288838	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000120	ERS327852	SAMEA2189665	ERR315680	ERX288822	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000120	ERS327852	SAMEA2189665	ERR315681	ERX288837	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000120	ERS327852	SAMEA2189665	ERR315682	ERX288827	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000120	ERS327852	SAMEA2189665	ERR315684	ERX288833	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000120	ERS327852	SAMEA2189665	ERR315685	ERX288839	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000120	ERS327852	SAMEA2189665	ERR315693	ERX288821	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000120	ERS327852	SAMEA2189665	ERR315827	ERX288967	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000071	ERS327855	SAMEA2189668	ERR315687	ERX288832	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	5	20	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000071	ERS327855	SAMEA2189668	ERR315808	ERX288963	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	5	20	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000091	ERS327857	SAMEA2189670	ERR315676	ERX288841	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000091	ERS327857	SAMEA2189670	ERR315677	ERX288826	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000091	ERS327857	SAMEA2189670	ERR315686	ERX288836	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000091	ERS327857	SAMEA2189670	ERR315798	ERX288959	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000091	ERS327857	SAMEA2189670	ERR315800	ERX288950	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000091	ERS327857	SAMEA2189670	ERR315801	ERX288954	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000091	ERS327857	SAMEA2189670	ERR315802	ERX288947	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000091	ERS327857	SAMEA2189670	ERR315805	ERX288962	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000091	ERS327857	SAMEA2189670	ERR315812	ERX288956	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000091	ERS327857	SAMEA2189670	ERR315814	ERX288949	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000091	ERS327857	SAMEA2189670	ERR315815	ERX288969	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000091	ERS327857	SAMEA2189670	ERR315817	ERX288964	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000091	ERS327857	SAMEA2189670	ERR315820	ERX288975	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000091	ERS327857	SAMEA2189670	ERR315821	ERX288965	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
TARA_A200000091	ERS327857	SAMEA2189670	ERR315822	ERX288973	PRJEB4352	TARA_007	[SRF] surface water layer (ENVO:00010504)	37.031	1.948	2009-09-23	9	3	15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2833	41.017244613550346	25.61115	23.8141	37.522	NA	0.112	0.112	0.094392	0.17500824206744012	0.14325	0.14325	NA	0.0445	0.0475	0.7935	0.001387777	0.006918471	0.033489773
